country,moisture,altitude,target
Mexico,0.1300,1250.0000,fair
Mexico,0.1100,1100.0000,poor
Mexico,0.1100,1100.0000,poor
Mexico,0.1200,532.0000,good
Mexico,0.1200,800.0000,poor
Mexico,0.1200,1400.0000,good
Mexico,0.1200,1100.0000,poor
Mexico,0.1200,1700.0000,good
Mexico,0.1300,1650.0000,good
Mexico,0.1200,1500.0000,poor
Mexico,0.1100,1200.0000,fair
Mexico,0.1100,1100.0000,poor
Mexico,0.1300,100.0000,poor
Mexico,0.1200,1170.0000,great
Mexico,0.1200,1000.0000,poor
Mexico,0.0000,1100.0000,poor
Mexico,0.1300,1000.0000,poor
Mexico,0.1100,1800.0000,poor
Mexico,0.1200,1250.0000,good
Mexico,0.1200,1170.0000,good
Mexico,0.1300,1170.0000,good
Mexico,0.1300,1170.0000,good
Mexico,0.1200,1338.0000,good
Mexico,0.1100,1300.0000,great
Mexico,0.1200,1100.0000,poor
Mexico,0.1100,1250.0000,poor
Mexico,0.1200,1100.0000,good
Mexico,0.1200,1100.0000,poor
Mexico,0.1200,1650.0000,good
Mexico,0.1400,1350.0000,good
Mexico,0.1400,1250.0000,poor
Mexico,0.1200,1300.0000,poor
Mexico,0.1400,1320.0000,poor
Mexico,0.1200,1200.0000,good
Mexico,0.1100,1100.0000,good
Mexico,0.1100,1250.0000,fair
Mexico,0.0900,1300.0000,great
Mexico,0.1200,1000.0000,poor
Mexico,0.1200,1400.0000,poor
Mexico,0.1300,1170.0000,good
Mexico,0.1300,1170.0000,poor
Mexico,0.1300,1320.0000,great
Mexico,0.1200,1000.0000,good
Mexico,0.1300,1200.0000,poor
Mexico,0.1100,1150.0000,poor
Mexico,0.1200,1100.0000,fair
Mexico,0.1200,900.0000,good
Mexico,0.1300,800.0000,poor
Mexico,0.1300,1300.0000,poor
Mexico,0.1100,1400.0000,poor
Mexico,0.1400,1450.0000,poor
Mexico,0.1300,1150.0000,poor
Mexico,0.1200,1100.0000,fair
Mexico,0.1400,1450.0000,poor
Mexico,0.1400,1550.0000,poor
Mexico,0.1400,1550.0000,fair
Mexico,0.1500,1300.0000,poor
Mexico,0.1400,1550.0000,poor
Mexico,0.1600,1500.0000,poor
Mexico,0.1600,1400.0000,poor
Mexico,0.1400,1500.0000,poor
Mexico,0.1500,1500.0000,poor
Mexico,0.1600,1400.0000,poor
Mexico,0.1700,1500.0000,poor
Mexico,0.1500,1450.0000,poor
Mexico,0.1400,950.0000,poor
Mexico,0.1400,750.0000,poor
Mexico,0.1100,1300.0000,good
Myanmar,0.0000,3845.0000,poor
Myanmar,0.0000,3800.0000,poor
Myanmar,0.1100,914.4000,poor
Myanmar,0.0000,4287.0000,poor
Myanmar,0.0000,4001.0000,good
Myanmar,0.0000,1219.2000,fair
Myanmar,0.0000,3825.0000,fair
Nicaragua,0.1100,1100.0000,fair
Nicaragua,0.1000,1100.0000,poor
Nicaragua,0.1300,1100.0000,poor
Nicaragua,0.1000,1100.0000,fair
Nicaragua,0.1200,1050.0000,poor
Nicaragua,0.1200,1000.0000,great
Nicaragua,0.1000,1250.0000,good
Nicaragua,0.1100,1187.5000,poor
Nicaragua,0.1000,1250.0000,poor
Nicaragua,0.1100,1250.0000,poor
Nicaragua,0.1100,1100.0000,poor
Nicaragua,0.1000,1050.0000,poor
Nicaragua,0.1100,900.0000,poor
Panama,0.0000,1100.0000,fair
Panama,0.0900,1680.0000,good
Panama,0.1100,1680.0000,poor
Panama,0.0800,1600.0000,great
Peru,0.0000,1200.0000,good
Peru,0.0000,1400.0000,poor
Philippines,0.0000,1600.0000,fair
Philippines,0.1100,1200.0000,good
Philippines,0.0000,1200.0000,poor
Philippines,0.1400,1400.0000,poor
Rwanda,0.1100,1900.0000,great
Taiwan,0.1100,200.0000,fair
Taiwan,0.1100,150.0000,fair
Taiwan,0.1100,250.0000,poor
Taiwan,0.1100,150.0000,poor
Taiwan,0.1100,250.0000,poor
Taiwan,0.1100,1300.0000,good
Taiwan,0.1100,700.0000,poor
Taiwan,0.1100,1240.0000,fair
Taiwan,0.1000,1200.0000,good
Taiwan,0.0000,1200.0000,great
Taiwan,0.1100,1200.0000,good
Taiwan,0.1100,1200.0000,great
Taiwan,0.0000,700.0000,poor
Taiwan,0.1100,688.0000,poor
Taiwan,0.1100,650.0000,fair
Taiwan,0.1100,1100.0000,poor
Taiwan,0.1100,750.0000,fair
Taiwan,0.1100,600.0000,poor
Taiwan,0.1100,650.0000,fair
Taiwan,0.1200,1000.0000,great
Taiwan,0.1000,1000.0000,fair
Taiwan,0.1100,800.0000,great
Taiwan,0.0000,850.0000,poor
Taiwan,0.1000,800.0000,fair
Taiwan,0.1100,900.0000,poor
Taiwan,0.1100,850.0000,poor
Taiwan,0.1100,900.0000,poor
Taiwan,0.1100,600.0000,fair
Taiwan,0.1100,1000.0000,good
Taiwan,0.1100,1000.0000,fair
Taiwan,0.1100,600.0000,fair
Taiwan,0.1100,1000.0000,great
Taiwan,0.1100,600.0000,poor
Taiwan,0.0900,350.0000,great
Taiwan,0.0000,750.0000,good
Taiwan,0.0000,750.0000,great
Taiwan,0.1200,680.0000,good
Taiwan,0.0000,350.0000,good
Taiwan,0.1000,968.0000,good
Taiwan,0.0000,525.0000,good
Taiwan,0.0000,700.0000,poor
Taiwan,0.1200,758.0000,poor
Taiwan,0.0000,800.0000,fair
Taiwan,0.0900,600.0000,fair
Taiwan,0.1200,650.0000,good
Taiwan,0.1000,600.0000,poor
Taiwan,0.1000,800.0000,poor
Taiwan,0.1100,775.0000,poor
Taiwan,0.0000,650.0000,good
Taiwan,0.0000,650.0000,poor
Taiwan,0.0000,50.0000,poor
Taiwan,0.0000,200.0000,poor
Tanzania,0.1100,1400.0000,fair
Tanzania,0.1200,1700.0000,good
Tanzania,0.1300,1400.0000,good
Tanzania,0.1200,1525.0000,poor
Tanzania,0.1200,1400.0000,poor
Tanzania,0.1300,2285.0000,poor
Tanzania,0.1200,1317.0000,fair
Tanzania,0.1200,1700.0000,fair
Tanzania,0.1200,1700.0000,poor
Tanzania,0.1300,1456.0000,poor
Tanzania,0.1200,1700.0000,fair
Tanzania,0.1200,1600.0000,fair
Tanzania,0.1300,1700.0000,poor
Tanzania,0.1300,1600.0000,good
Tanzania,0.1200,1800.0000,fair
Tanzania,0.1200,1500.0000,poor
Tanzania,0.1300,1650.0000,poor
Tanzania,0.1200,1700.0000,poor
Tanzania,0.1200,1877.0000,poor
Tanzania,0.1200,1620.0000,great
Tanzania,0.1200,1600.0000,good
Tanzania,0.1200,1550.0000,poor
Tanzania,0.1200,1550.0000,fair
Tanzania,0.1300,1653.0000,good
Tanzania,0.1200,1500.0000,poor
Tanzania,0.1200,1350.0000,fair
Tanzania,0.1300,1700.0000,poor
Tanzania,0.1200,168.0000,good
Tanzania,0.1200,1600.0000,fair
Tanzania,0.1200,1600.0000,fair
Tanzania,0.1300,1400.0000,good
Tanzania,0.1200,1600.0000,fair
Tanzania,0.1200,1800.0000,fair
Tanzania,0.1300,1650.0000,fair
Tanzania,0.1200,1050.0000,poor
Tanzania,0.1200,1620.0000,good
Thailand,0.1000,1300.0000,great
Thailand,0.1200,1200.0000,good
Thailand,0.1000,1350.0000,good
Thailand,0.1200,1450.0000,fair
Thailand,0.1200,1450.0000,good
Thailand,0.1100,1450.0000,fair
Thailand,0.1100,1500.0000,fair
Thailand,0.1300,1200.0000,good
Thailand,0.1200,800.0000,great
Thailand,0.1200,800.0000,poor
Uganda,0.1200,1650.0000,fair
Uganda,0.1200,1700.0000,poor
Uganda,0.1200,1650.0000,great
Uganda,0.1200,1650.0000,great
Uganda,0.1200,1950.0000,great
Uganda,0.1200,1600.0000,great
Uganda,0.1100,1800.0000,great
Uganda,0.1100,1750.0000,good
Uganda,0.1200,1800.0000,good
Uganda,0.1100,1800.0000,good
Uganda,0.1000,1800.0000,good
Uganda,0.1200,1650.0000,fair
Uganda,0.1200,1800.0000,good
Uganda,0.1200,1950.0000,great
Uganda,0.1300,1700.0000,good
Uganda,0.1000,1700.0000,good
Uganda,0.1200,1645.0000,good
Uganda,0.1200,1473.0000,good
Uganda,0.1100,1775.0000,great
Uganda,0.1200,1650.0000,fair
Uganda,0.1100,1600.0000,good
Uganda,0.1000,1650.0000,great
Uganda,0.1200,1400.0000,great
Uganda,0.1200,1400.0000,good
United States,0.0000,1872.0000,great
United States,0.0000,1943.0000,great
United States,0.0000,2080.0000,great
United States,0.0000,2019.0000,great
United States,0.0000,2112.0000,great
United States,0.0000,1941.0000,great
United States,0.0000,1706.8800,poor
United States,0.1300,500.0000,poor
United States,0.0000,500.0000,great
United States,0.1000,500.0000,poor
United States,0.1100,500.0000,poor
United States,0.0000,500.0000,fair
United States,0.0000,500.0000,good
United States,0.1100,500.0000,good
United States,0.1000,500.0000,fair
United States,0.1100,500.0000,good
United States,0.1100,500.0000,fair
United States,0.1200,500.0000,good
United States,0.1000,500.0000,great
United States,0.0000,500.0000,good
United States,0.1200,500.0000,poor
United States,0.1100,500.0000,poor
United States,0.1200,500.0000,poor
United States,0.1200,500.0000,poor
United States,0.1000,500.0000,good
United States,0.1100,500.0000,fair
United States,0.1100,500.0000,poor
United States,0.1200,500.0000,poor
United States,0.1200,500.0000,good
United States,0.1200,500.0000,poor
United States,0.0000,500.0000,poor
United States,0.0000,500.0000,poor
United States,0.0000,500.0000,poor
United States,0.0000,500.0000,poor
United States,0.1100,500.0000,poor
United States,0.1000,500.0000,good
United States,0.1000,500.0000,great
United States,0.0000,500.0000,fair
United States,0.1100,500.0000,good
United States,0.0000,500.0000,great
United States,0.0000,500.0000,great
United States,0.0000,500.0000,great
United States,0.1100,500.0000,great
United States,0.0000,500.0000,good
United States,0.1100,500.0000,great
United States,0.1100,500.0000,great
United States,0.1100,500.0000,good
United States,0.0000,609.6000,great
United States,0.0000,426.7200,great
United States,0.1200,500.0000,good
United States,0.1000,500.0000,fair
United States,0.1000,500.0000,poor
United States,0.0600,500.0000,fair
United States,0.1000,500.0000,poor
United States,0.1200,500.0000,fair
United States,0.1200,500.0000,good
United States,0.1200,500.0000,fair
United States,0.1000,500.0000,fair
United States,0.1200,853.4400,great
United States,0.0000,853.4400,fair
United States,0.1300,853.4400,poor
United States,0.0000,853.4400,good
Vietnam,0.0700,1550.0000,fair
Vietnam,0.0000,1550.0000,poor
Vietnam,0.1200,1040.0000,great
Vietnam,0.0000,1040.0000,poor
Vietnam,0.1200,1040.0000,poor
Vietnam,0.0000,1550.0000,good
Zambia,0.0000,1250.0000,poor
